,Mins,Rating,Market Value,Fee,Class
710,1712,6.65,81.86816201095479,0.0,1
711,3056,6.65,85.05972591438166,0.0,1
712,1254,6.64,81.28836110568312,0.0,1
713,1774,6.64,82.52319237784235,0.0,1
714,1459,6.64,81.77516958797668,0.0,0
715,1459,6.64,81.77516958797668,0.0,0
716,1374,6.63,82.08112265292681,0.0,1
717,1895,6.63,83.31832860060939,0.0,1
718,1790,6.63,83.06898767065417,0.0,1
719,1223,6.63,81.72254664889596,0.0,1
720,1236,6.61,82.76901839957543,0.0,1
721,2833,6.61,86.56137521041819,0.0,1
722,2006,6.6,85.10531903701815,0.0,1
723,1784,6.59,85.08594155526487,0.0,1
724,1809,6.59,85.14530844334945,0.0,1
725,2855,6.59,87.62921904080815,0.0,1
726,2152,6.59,85.95982214786983,0.0,1
727,1487,6.58,84.88846340925778,0.0,0
728,1898,6.58,85.86445504936825,0.0,0
729,2970,6.58,88.41010721043489,0.0,1
730,2427,6.57,87.62845888567557,0.0,1
731,3150,6.57,89.34534928908153,0.0,1
732,1380,6.57,85.14217361269345,0.0,0
733,1667,6.56,86.3315059723422,0.0,1
734,2034,6.56,87.2030118894238,0.0,1
735,2340,6.55,88.43746308401671,0.0,1
736,1929,6.55,87.4614714439063,0.0,0
737,2250,6.53,89.23934325578773,0.0,1
738,1148,6.53,86.62245082901956,0.0,0
739,1545,6.53,87.56519701180264,0.0,1
740,2108,6.52,89.40993981590509,0.0,1
741,843,6.51,86.91377576326317,0.0,1
742,798,6.51,86.80691536471096,0.0,0
743,1689,6.51,88.92275125604527,0.0,1
744,1549,6.51,88.59029668277168,0.0,1
745,1614,6.5,89.2524510762293,0.0,1
746,2277,6.5,90.82686094823225,0.0,1
747,1668,6.49,89.88848403892962,0.0,2
748,1960,6.48,91.0896897761952,0.0,2
749,1522,6.48,90.04958189695344,0.0,0
750,1992,6.47,91.67347987738128,0.0,2
751,1004,6.47,89.32730046027876,0.0,2
752,2790,6.46,94.07627142947871,0.0,2
753,1258,6.46,90.4382685276558,0.0,2
754,1821,6.46,91.77521084732047,0.0,2
755,1347,6.45,91.15741513367459,0.0,2
756,1517,6.45,91.56110997264972,0.0,2
757,1451,6.44,91.91218187254418,0.0,2
758,835,6.44,90.44938175014022,0.0,2
759,2160,6.44,93.59582681862281,0.0,2
760,1582,6.44,92.22326436610734,0.0,0
761,1717,6.44,92.5438455617641,0.0,2
762,1487,6.43,92.50547067582374,0.0,0
763,1606,6.43,92.78805706310635,0.0,2
764,1082,6.41,92.55932805772903,0.0,2
765,1855,6.41,94.39495223730415,0.0,2
766,956,6.4,92.76791942622043,0.0,0
767,735,6.39,92.75091661999056,0.0,2
768,1620,6.38,95.36030494262229,0.0,2
769,1296,6.37,95.09871055748391,0.0,2
770,1759,6.34,97.72158677812354,0.0,2
771,1051,6.33,96.54811699200604,0.0,2
772,1449,6.31,98.50883881918793,0.0,2
773,596,6.28,98.00664205105534,0.0,2
774,842,6.27,99.09861271424535,0.0,0
775,1159,6.27,99.85138485515779,0.0,2
776,643,6.27,98.6260522850921,0.0,0
777,941,6.25,100.34930655993571,0.0,2
778,725,6.15,104.91438149126225,0.0,2
779,2382,7.31,49.94436263873132,0.0,1
780,2412,7.26,52.55460532662147,0.0,1
781,3420,7.19,58.50288164525574,0.0,1
782,2477,7.15,58.294764564456386,0.0,1
783,2947,7.13,60.426463029321894,0.0,1
784,3147,7.12,61.40919861843628,0.0,1
785,3087,7.11,61.77451857147099,0.0,1
786,3088,7.11,61.776893246994405,0.0,1
787,2548,7.11,60.49456846436749,0.0,1
788,2049,7.1,59.81740586263709,0.0,1
789,3239,7.08,63.65887070433837,0.0,0
790,2192,7.08,61.17258543135631,0.0,1
791,2617,7.05,63.70522398210733,0.0,1
792,2609,7.05,63.68622657792025,0.0,1
793,2151,7.04,63.10642567264853,0.0,1
794,2394,7.0,65.71467376258153,0.0,1
795,3018,6.98,68.21207225804801,0.0,1
796,1861,6.97,65.97237316193156,0.0,0
797,2787,6.96,68.67912318102202,0.0,1
798,3040,6.96,69.27991608843797,0.0,1
799,2974,6.96,69.12318750389466,0.0,1
800,2970,6.96,69.11368880180112,0.0,1
801,1864,6.96,66.48729767293946,0.0,1
802,2940,6.95,69.55024902053736,0.0,1
803,2928,6.95,69.52175291425675,0.0,0
804,2733,6.94,69.56649167163482,0.0,1
805,2101,6.92,69.08129770973215,0.0,1
806,1787,6.91,68.84345007982756,0.0,1
807,2592,6.91,70.75506387615093,0.0,1
808,3278,6.91,72.38409128519174,0.0,1
809,1758,6.9,69.28238497408717,0.0,1
810,1915,6.89,70.1630095156961,0.0,1
811,987,6.88,68.46711111443432,0.0,1
812,2560,6.88,72.20247571271591,0.0,1
813,2764,6.87,73.19471000392377,0.0,1
814,1942,6.87,71.2427267237029,0.0,1
815,2569,6.87,72.73164827686406,0.0,1
816,1926,6.87,71.20473191532875,0.0,1
817,3420,6.86,75.26029763170084,0.0,1
818,1616,6.85,71.48418347195553,0.0,1
819,2780,6.85,74.24830578117343,0.0,1
820,2563,6.85,73.73300119259932,0.0,1
821,985,6.85,69.98576321670078,0.0,1
822,1798,6.84,72.42417490164888,0.0,1
823,2001,6.84,72.90623403289567,0.0,0
824,1668,6.83,72.6232675680468,0.0,0
825,1996,6.82,73.90996162415422,0.0,1
826,2587,6.82,75.3133948584736,0.0,1
827,3072,6.8,77.4807134561899,0.0,1
828,2748,6.8,76.7113185866138,0.0,1
829,2822,6.8,76.88704457534413,0.0,1
830,2475,6.79,76.57083265316794,0.0,1
831,2224,6.78,76.48258958123648,0.0,1
832,1742,6.78,75.33799597896586,0.0,1
833,2613,6.78,77.40633835983249,0.0,1
834,2148,6.77,76.80991472589716,0.0,1
835,2641,6.77,77.98062975892503,0.0,1
836,3060,6.77,78.97561880322252,0.0,1
837,2441,6.76,78.0134951386861,0.0,1
838,2142,6.76,77.30346715719458,0.0,1
839,3062,6.76,79.48816863870701,0.0,1
840,2388,6.75,78.39543782038447,0.0,1
841,2337,6.75,78.27432936869195,0.0,1
842,3240,6.75,80.41866136630688,0.0,1
843,1749,6.74,77.38582064538042,0.0,1
844,2092,6.74,78.2003343499008,0.0,1
845,1394,6.74,76.54281083457943,0.0,1
846,1871,6.74,77.67553105923315,0.0,1
847,1987,6.74,77.95099341994558,0.0,1
848,2327,6.73,79.26618358233355,0.0,1
849,3420,6.72,82.36950441382908,0.0,1
850,2436,6.72,80.0328236988201,0.0,1
851,3153,6.72,81.7354660490858,0.0,1
852,2417,6.72,79.98770486387582,0.0,1
853,2579,6.72,80.37240229866387,0.0,1
854,3198,6.71,82.35012693207574,0.0,1
855,2073,6.71,79.67861696826975,0.0,1
856,1295,6.7,78.33891989551546,0.0,1
857,1778,6.69,79.99368865774721,0.0,1
858,1738,6.69,79.8987016368119,0.0,1
859,1519,6.69,79.37864769719096,0.0,1
860,1839,6.69,80.13854386467358,0.0,1
861,3374,6.69,83.78367079306662,0.0,1
862,1878,6.68,80.73895669452327,0.0,1
863,1591,6.68,80.05742481931236,0.0,1
864,1627,6.68,80.14291313815414,0.0,1
865,2596,6.67,82.95177420475005,0.0,1
866,1587,6.67,80.55572660165654,0.0,1
867,1667,6.66,81.25350112796485,0.0,1
868,2825,6.66,84.00337538404244,0.0,1
869,3099,6.66,84.65403647744944,0.0,1
870,2487,6.66,83.20073505713896,0.0,1
871,1986,6.65,82.51882310436179,0.0,0
872,2513,6.65,83.77027710518468,0.0,1
873,2551,6.65,83.86051477507323,0.0,1
874,2308,6.65,83.28346862289112,0.0,1
875,1833,6.64,82.66329823372195,0.0,1
876,1748,6.64,82.46145081423435,0.0,1
877,916,6.63,80.99352126321736,0.0,1
878,3240,6.63,86.51226717955967,0.0,1
879,2594,6.62,85.4860272758919,0.0,1
880,1776,6.61,84.05134318220229,0.0,1
881,1945,6.61,84.452663345654,0.0,1
882,2160,6.61,84.9632185831814,0.0,1
883,1891,6.61,84.32443086739136,0.0,1
884,2275,6.61,85.23630626837041,0.0,1
885,2377,6.6,85.98632365619329,0.0,1
886,1924,6.6,84.91059564410074,0.0,1
887,2200,6.6,85.5660060885545,0.0,1
888,1339,6.59,84.02921094735939,0.0,0
889,1650,6.59,84.76773503513152,0.0,1
890,3262,6.59,88.59571197882502,0.0,1
891,2250,6.58,86.70034083359911,0.0,1
892,3313,6.58,89.22462091495532,0.0,1
893,2166,6.57,87.00866857407254,0.0,0
894,2046,6.55,87.73930848014209,0.0,1
895,2252,6.55,88.228491637959,0.0,1
896,2144,6.55,87.97202668143365,0.0,1
897,1543,6.54,87.05264717631815,0.0,1
898,3420,6.54,91.50991313370821,0.0,1
899,1345,6.53,87.09026190712603,0.0,1
900,1699,6.52,88.4386975268414,0.0,1
901,2092,6.51,89.87974549196866,0.0,1
902,2124,6.51,89.95573510871691,0.0,1
903,1996,6.51,89.65177664172393,0.0,1
904,1271,6.5,88.43793737170887,0.0,1
905,2475,6.5,91.29704670186214,0.0,1
906,1187,6.5,88.23846462774469,0.0,1
907,685,6.49,87.55417799944405,0.0,0
908,987,6.48,88.77913049194348,0.0,0
909,2143,6.46,92.53985636584986,0.0,2
910,1960,6.45,92.61309122950843,0.0,2
911,3420,6.45,96.08011749364778,0.0,2
912,1586,6.45,91.72496258376316,0.0,2
913,1121,6.44,91.12853894982777,0.0,0
914,1488,6.44,92.00004486690938,0.0,2
915,1050,6.44,90.95993698766756,0.0,2
916,834,6.43,90.95480755905459,0.0,2
917,3060,6.41,97.25643624298078,0.0,2
918,1423,6.41,93.3690924112027,0.0,2
919,1027,6.4,92.93652138838064,0.0,2
920,2009,6.39,95.77625323678063,0.0,2
921,2089,6.37,96.98182824752672,0.0,2
922,1346,6.36,95.7252448180908,0.0,2
923,1362,6.35,96.27104011090273,0.0,2
924,2057,6.35,97.92143959965398,0.0,2
925,687,6.35,94.66813413261912,0.0,2
926,1039,6.32,97.02742137016315,0.0,2
927,1805,6.31,99.35422330551233,0.0,2
928,2051,6.3,100.44619396870229,0.0,2
929,1230,6.27,100.019986817318,0.0,2
930,2071,6.27,102.01708893248315,0.0,2
931,981,6.27,99.42869261199559,0.0,0
932,2160,6.25,103.24403602293972,0.0,2
933,931,6.22,101.84896125801504,0.0,2
934,1062,6.22,102.16004375157826,0.0,2
935,651,6.2,102.19965308034324,0.0,2
936,1182,6.14,106.50740868988606,0.0,2
937,984,6.14,106.03722293625623,0.0,0
938,351,6.11,106.05745478326787,0.0,0
939,271,6.1,106.37528122583501,0.0,0
940,2689,7.68,31.884770100213927,0.0,1
941,2913,7.64,34.44789935520265,0.0,1
942,2020,7.34,47.56132864595344,0.0,1
943,2738,7.32,50.281946640617946,0.0,1
944,2109,7.26,51.835078643036354,0.0,0
945,2576,7.24,53.95965308133174,0.0,1
946,1967,7.2,54.54467762534239,0.0,1
947,1816,7.19,54.69390210574926,0.0,0
948,2392,7.15,58.092917144968794,0.0,1
949,2906,7.12,60.83690181730094,0.0,1
950,1947,7.11,59.067388474814265,0.0,1
951,2363,7.11,60.055253492541624,0.0,0
952,3211,7.11,62.06897833637049,0.0,1
953,1988,7.11,59.164750171273,0.0,1
954,1806,7.11,58.73255922601726,0.0,1
955,2137,7.08,61.04197827757025,0.0,1
956,2805,7.07,63.13606201162787,0.0,1
957,2288,7.03,63.939556703789776,0.0,1
958,2930,7.02,65.97189887423946,0.0,1
959,2896,6.99,67.41456135975756,0.0,0
960,1990,6.98,65.77090582001023,0.0,1
961,1807,6.98,65.33634019923113,0.0,1
962,3170,6.98,68.57302293760227,0.0,1
963,2960,6.96,69.08994204656733,0.0,1
964,1085,6.96,64.63742544022404,0.0,1
965,3215,6.94,70.71108527390544,0.0,1
966,1800,6.93,67.85871989275608,0.0,1
967,2937,6.93,70.55872596284269,0.0,1
968,2335,6.92,69.63697178220377,0.0,1
969,2784,6.91,71.21100157664051,0.0,1
970,2973,6.91,71.65981525055992,0.0,1
971,2581,6.89,71.74454341426923,0.0,1
972,2328,6.89,71.14375050685334,0.0,1
973,1742,6.89,69.75219065015085,0.0,1
974,2663,6.88,72.44706729162436,0.0,1
975,2390,6.88,71.79878087374078,0.0,1
976,2160,6.88,71.2526055033627,0.0,0
977,1444,6.87,70.06013831305813,0.0,0
978,2469,6.87,72.49418072452579,0.0,0
979,2849,6.86,73.90435790784909,0.0,1
980,3330,6.85,75.55437731903413,0.0,1
981,1224,6.85,70.55331066678934,0.0,1
982,1805,6.85,71.93299714587494,0.0,1
983,2428,6.85,73.41241999694256,0.0,1
984,1653,6.85,71.57204646632067,0.0,1
985,2562,6.85,73.7306265170759,0.0,1
986,3052,6.84,75.40201800797126,0.0,1
987,1996,6.84,72.89436065527877,0.0,1
988,2520,6.84,74.13869062953148,0.0,1
989,2262,6.84,73.52602434449864,0.0,1
990,2548,6.83,74.71298202862391,0.0,1
991,2343,6.82,74.73397403076814,0.0,1
992,1712,6.81,73.74335425995116,0.0,0
993,1748,6.81,73.82884257879294,0.0,1
994,2947,6.81,76.67607853132927,0.0,0
995,2471,6.8,76.05353346663668,0.0,1
996,1273,6.8,73.20867218962371,0.0,0
997,2519,6.79,76.6753183761968,0.0,1
998,2976,6.78,78.26834557482056,0.0,1
999,3420,6.78,79.32270150720268,0.0,1
1000,1968,6.78,75.8746726472504,0.0,1
1001,2303,6.78,76.67018894758377,0.0,1
1002,1851,6.77,76.1046360954524,0.0,0
1003,1034,6.76,74.6723266772861,0.0,1
1004,1688,6.76,76.22536446957866,0.0,1
1005,1587,6.76,75.98552224171698,0.0,1
1006,2612,6.76,78.41956465318464,0.0,1
1007,3330,6.75,80.63238216341136,0.0,1
1008,2610,6.73,79.93821675545098,0.0,1
1009,2339,6.72,79.80248017305195,0.0,1
1010,2790,6.72,80.87345883409773,0.0,1
1011,1368,6.72,77.49667023984694,0.0,0
1012,2254,6.72,79.60063275356435,0.0,1
1013,2009,6.72,79.01883725033554,0.0,1
1014,3420,6.71,82.8773048982668,0.0,1
1015,3150,6.71,82.23614250695334,0.0,1
1016,3214,6.71,82.38812174044989,0.0,1
1017,2463,6.71,80.60474042238917,0.0,1
1018,2844,6.7,82.01729228123583,0.0,1
1019,2427,6.7,81.02705258798511,0.0,1
1020,1165,6.7,78.03021207747565,0.0,1
1021,1081,6.7,77.83073933351147,0.0,1
1022,2646,6.69,82.05490701204371,0.0,1
1023,2789,6.69,82.39448561188749,0.0,1
1024,2199,6.69,80.99342705309147,0.0,1
1025,1419,6.69,79.14118014485268,0.0,1
1026,2435,6.69,81.55385047660991,0.0,0
1027,1476,6.68,79.78433713412329,0.0,1
1028,1378,6.68,79.55161893283173,0.0,1
1029,2550,6.68,82.3347386462367,0.0,0
1030,1517,6.67,80.38949931501969,0.0,0
1031,2128,6.67,81.84042605980676,0.0,1
1032,2269,6.67,82.17525530860382,0.0,1
1033,2571,6.65,83.90800828554086,0.0,1
1034,1550,6.65,81.48346457616674,0.0,1
1035,1511,6.64,81.89865271519261,0.0,1
1036,2979,6.64,85.38467638351898,0.0,1
1037,1497,6.63,82.37320774230295,0.0,1
1038,2054,6.63,83.69590200882732,0.0,1
1039,2010,6.63,83.59141628579846,0.0,0
1040,2970,6.63,85.87110478824621,0.0,0
1041,2970,6.63,85.87110478824621,0.0,0
1042,2114,6.63,83.83838254023033,0.0,1
1043,3240,6.63,86.51226717955967,0.0,0
1044,1684,6.62,83.32507254961331,0.0,1
1045,2623,6.62,85.55489286607002,0.0,1
1046,2610,6.62,85.52402208426605,0.0,1
1047,1306,6.62,82.4274452017745,0.0,0
1048,2670,6.61,86.17430310010678,0.0,1
1049,1697,6.61,83.863743815855,0.0,1
1050,1750,6.61,83.98960161859429,0.0,1
1051,1479,6.6,83.85386503619526,0.0,1
1052,1645,6.6,84.24806117307685,0.0,1
1053,1842,6.6,84.71587225118333,0.0,1
1054,2046,6.59,85.70810654239119,0.0,1
1055,1843,6.59,85.22604741114446,0.0,0
1056,1947,6.58,85.980814150014,0.0,1
1057,884,6.58,83.45653406865779,0.0,1
1058,1613,6.58,85.18767252520405,0.0,1
1059,1622,6.57,85.71684508935215,0.0,1
1060,1619,6.57,85.70972106278202,0.0,1
1061,1822,6.57,86.19178019402881,0.0,0
1062,1712,6.56,86.43836637089441,0.0,0
1063,3350,6.56,90.32808487819591,0.0,1
1064,2451,6.55,88.70105206711224,0.0,1
1065,2266,6.55,88.26173709528638,0.0,1
1066,3236,6.54,91.0729728374057,0.0,1
1067,1686,6.54,87.39222577616192,0.0,1
1068,1400,6.53,87.2208690609121,0.0,1
1069,2444,6.53,89.70003030732403,0.0,1
1070,1473,6.52,87.9020208585568,0.0,1
1071,1350,6.52,87.60993576918071,0.0,1
1072,1975,6.5,90.1097089401706,0.0,0
1073,1631,6.5,89.29282056012681,0.0,1
1074,1469,6.5,88.90812312533876,0.0,1
1075,975,6.49,88.24283390122514,0.0,2
1076,1137,6.49,88.62753133601319,0.0,2
1077,1859,6.49,90.34204706389579,0.0,2
1078,1424,6.48,89.81686369566188,0.0,0
1079,2468,6.48,92.29602494207381,0.0,2
1080,1122,6.47,89.60751217203796,0.0,2
1081,1227,6.46,90.3646535864309,0.0,2
1082,1719,6.44,92.54859491281087,0.0,2
1083,1620,6.43,92.82130252043368,0.0,2
1084,746,6.43,90.74583611299687,0.0,2
1085,982,6.43,91.30625953651531,0.0,2
1086,1300,6.42,92.56920683738883,0.0,0
1087,1043,6.42,91.9589152278794,0.0,2
1088,954,6.41,92.255369590736,0.0,2
1089,1914,6.41,94.5350580931838,0.0,0
1090,2161,6.41,95.1216029474594,0.0,2
1091,1227,6.41,92.90365600861958,0.0,0
1092,2126,6.4,95.54628978857863,0.0,0
1093,822,6.4,92.44971290608709,0.0,2
1094,1063,6.39,93.5298101916602,0.0,2
1095,493,6.38,92.68404562776959,0.0,2
1096,1379,6.36,95.80360911036246,0.0,2
1097,1130,6.36,95.21231490504005,0.0,2
1098,1339,6.36,95.70862208942714,0.0,2
1099,809,6.34,95.46564503090957,0.0,2
1100,915,6.32,96.73296160526365,0.0,2
1101,1438,6.31,98.48271738843073,0.0,0
1102,592,6.3,96.98154238008635,0.0,2
1103,1958,6.3,100.22534914502762,0.0,2
1104,2537,6.29,102.10808675750417,0.0,2
1105,2104,6.28,101.58765274031703,0.0,2
1106,596,6.23,100.54564447324401,0.0,2
1107,949,6.15,105.44630880850008,0.0,0
1108,2995,7.3,51.90783921900288,0.0,0
1109,2914,7.21,56.28569486154845,0.0,0
1110,3240,7.14,60.61444247323544,0.0,1
1111,2715,7.14,59.36773782345932,0.0,0
1112,2531,7.13,59.438598011594536,0.0,0
1113,1711,7.13,57.49136408242043,0.0,1
1114,1948,7.12,58.561962665899955,0.0,1
1115,3060,7.11,61.71040233233964,0.0,1
1116,2373,7.09,61.094601216650915,0.0,1
1117,2938,7.07,63.4518938562378,0.0,1
1118,2079,7.06,61.919848066089514,0.0,1
1119,2160,7.04,63.127797752359015,0.0,1
1120,2916,7.04,64.92305244803663,0.0,1
1121,3009,7.03,65.65169775614896,0.0,1
1122,1625,7.02,62.872947316224554,0.0,0
1123,2583,7.0,66.16348743650093,0.0,1
1124,3092,7.0,67.37219727790296,0.0,0
1125,2693,6.99,66.93250222851077,0.0,1
1126,2795,6.99,67.17471913189587,0.0,1
1127,2818,6.98,67.7371371533714,0.0,1
1128,3420,6.97,69.67449230288582,0.0,1
1129,2917,6.97,68.4800305146241,0.0,1
1130,1674,6.97,65.52830883905892,0.0,1
1131,2244,6.96,67.38967437182504,0.0,1
1132,2702,6.96,68.47727576153449,0.0,1
1133,2336,6.96,67.60814451997624,0.0,1
1134,2061,6.96,66.95510875104594,0.0,1
1135,2017,6.95,67.3584235124548,0.0,1
1136,1595,6.94,66.86411092602486,0.0,1
1137,2755,6.94,69.61873453314922,0.0,1
1138,3240,6.94,70.77045216199002,0.0,1
1139,2669,6.93,69.922312922576,0.0,1
1140,1536,6.93,67.23180555458293,0.0,1
1141,3165,6.92,71.60795246661172,0.0,1
1142,1595,6.9,68.89531286377576,0.0,1
1143,3149,6.9,72.58555862711307,0.0,0
1144,2976,6.89,72.68254024600554,0.0,1
1145,3240,6.89,73.3094545841787,0.0,1
1146,2790,6.89,72.24085059865632,0.0,1
1147,2927,6.88,73.07398162979752,0.0,1
1148,1995,6.88,70.86078404200447,0.0,1
1149,3240,6.87,74.32505555305414,0.0,1
1150,3227,6.87,74.29418477125017,0.0,1
1151,1845,6.87,71.01238319793475,0.0,1
1152,2154,6.86,72.25395841909784,0.0,0
1153,3016,6.86,74.30092872025403,0.0,0
1154,3330,6.86,75.04657683459635,0.0,1
1155,2393,6.85,73.32930635362419,0.0,1
1156,2565,6.85,73.73775054364609,0.0,1
1157,1901,6.85,72.16096599611967,0.0,1
1158,2427,6.85,73.4100453214192,0.0,1
1159,2880,6.85,74.48577333351176,0.0,1
1160,2821,6.84,74.85346796206977,0.0,1
1161,2970,6.83,75.71509509949158,0.0,0
1162,2040,6.83,73.50664686274536,0.0,0
1163,1478,6.83,72.17207921860404,0.0,1
1164,2669,6.82,75.50811825139101,0.0,1
1165,3233,6.82,76.8474352465791,0.0,1
1166,2804,6.82,75.82869944704771,0.0,1
1167,3420,6.81,77.79930005388951,0.0,1
1168,2395,6.81,75.36525764242185,0.0,1
1169,2970,6.81,76.73069606836708,0.0,1
1170,1890,6.8,74.67384698755109,0.0,1
1171,3240,6.8,77.87965894411826,0.0,1
1172,3293,6.8,78.00551674685755,0.0,1
1173,2055,6.8,75.06566844890932,0.0,1
1174,2170,6.8,75.33875613409833,0.0,1
1175,2951,6.8,77.19337771786053,0.0,1
1176,3248,6.79,78.40645683274306,0.0,1
1177,2103,6.79,75.68745335846938,0.0,1
1178,2472,6.78,77.07150911103548,0.0,0
1179,2973,6.77,78.76902203268821,0.0,1
1180,2141,6.77,76.7932919972335,0.0,1
1181,1854,6.77,76.11176012202253,0.0,1
1182,1805,6.76,76.5032015058145,0.0,1
1183,1061,6.75,75.24424340085511,0.0,1
1184,3420,6.75,80.84610296051585,0.0,1
1185,3330,6.74,81.14018264784909,0.0,1
1186,1877,6.74,77.68977911237346,0.0,0
1187,2495,6.74,79.15732858582419,0.0,1
1188,1667,6.74,77.19109725246301,0.0,1
1189,1458,6.74,76.69479006807592,0.0,0
1190,2627,6.74,79.47078575491076,0.0,1
1191,1172,6.74,76.01563286838837,0.0,1
1192,2482,6.73,79.63425828845794,0.0,0
1193,2027,6.73,78.55378092531862,0.0,0
1194,3184,6.73,81.30128050587285,0.0,1
1195,2536,6.72,80.27029125115843,0.0,1
1196,1751,6.72,78.40617096530269,0.0,1
1197,1595,6.72,78.03572158365495,0.0,1
1198,2434,6.72,80.02807434777333,0.0,0
1199,3025,6.72,81.43150758209276,0.0,1
1200,1728,6.71,78.8593539127026,0.0,1
1201,2574,6.71,80.8683294054847,0.0,1
1202,2188,6.71,79.95170465345882,0.0,1
1203,2491,6.71,80.67123133704388,0.0,1
1204,3330,6.71,82.66358410116231,0.0,1
1205,2391,6.71,80.4337637847056,0.0,0
1206,2490,6.7,81.17665714595825,0.0,1
1207,1999,6.7,80.01069146397714,0.0,0
1208,1292,6.7,78.33179586894528,0.0,1
1209,2226,6.69,81.05754329222282,0.0,1
1210,2379,6.69,81.42086864730044,0.0,1
1211,1197,6.69,78.61400217866162,0.0,1
1212,1789,6.69,80.01981008850441,0.0,1
1213,2301,6.68,81.74344444091435,0.0,1
1214,1637,6.67,80.67446037782571,0.0,1
1215,2155,6.67,81.90454229893811,0.0,0
1216,1300,6.67,79.87419472644558,0.0,0
1217,2880,6.66,84.13398253782856,0.0,1
1218,1935,6.65,82.39771465266926,0.0,0
1219,1448,6.64,81.74904815721948,0.0,0
1220,1448,6.64,81.74904815721948,0.0,0
1221,2138,6.64,83.38757426835377,0.0,1
1222,2803,6.64,84.96673349140355,0.0,0
1223,2678,6.64,84.66989905098063,0.0,0
1224,1483,6.64,81.83216180053785,0.0,1
1225,949,6.63,81.07188555548902,0.0,0
1226,1884,6.63,83.29220716985219,0.0,1
1227,1241,6.62,82.2730912927546,0.0,1
1228,3420,6.62,87.44750925820637,0.0,1
1229,2153,6.61,84.94659585451768,0.0,0
1230,1048,6.61,82.32257940117938,0.0,1
1231,1239,6.61,82.77614242614555,0.0,0
1232,2057,6.61,84.71862700427295,0.0,1
1233,1287,6.6,83.39792733570573,0.0,1
1234,783,6.6,82.20109087192066,0.0,1
1235,1482,6.59,84.36878954720316,0.0,1
1236,1270,6.59,83.86535833624595,0.0,1
1237,1433,6.59,84.25243044655736,0.0,1
1238,1356,6.58,84.57738091569462,0.0,1
1239,2072,6.58,86.27764859043691,0.0,1
1240,3028,6.58,88.54783839079113,0.0,1
1241,1905,6.58,85.88107777803191,0.0,0
1242,1322,6.57,85.00444243233727,0.0,1
1243,1882,6.57,86.33426072543176,0.0,1
1244,1890,6.57,86.35325812961884,0.0,1
1245,1805,6.56,86.65921119456908,0.0,1
1246,1932,6.56,86.9607949860387,0.0,1
1247,2622,6.55,89.10712158161078,0.0,1
1248,2941,6.55,89.86464307357,0.0,1
1249,1769,6.55,87.08152336016497,0.0,1
1250,2636,6.55,89.14036703893811,0.0,1
1251,883,6.54,85.48536133088533,0.0,1
1252,1271,6.54,86.40673543395792,0.0,1
1253,1498,6.54,86.94578677776587,0.0,1
1254,2256,6.54,88.74579082449026,0.0,1
1255,1978,6.53,88.5934315134275,0.0,1
1256,1243,6.53,86.84804500374094,0.0,1
1257,2925,6.53,90.84224923407129,0.0,1
1258,1339,6.52,87.58381433842351,0.0,1
1259,1189,6.52,87.22761300991601,0.0,1
1260,1781,6.51,89.14122140419653,0.0,0
1261,2261,6.51,90.28106565542043,0.0,1
1262,1326,6.51,88.0607440410572,0.0,1
1263,2148,6.51,90.01272732127813,0.0,1
1264,1996,6.51,89.65177664172393,0.0,0
1265,2644,6.5,91.69836686531386,0.0,1
1266,1445,6.5,88.85113091277753,0.0,0
1267,1598,6.49,89.72225675229282,0.0,2
1268,2973,6.49,92.98743559694458,0.0,0
1269,2973,6.49,92.98743559694458,0.0,0
1270,2530,6.48,92.44325482452359,0.0,2
1271,2737,6.48,92.93481265786386,0.0,2
1272,1505,6.48,90.00921241305593,0.0,2
1273,2098,6.47,91.92519548285986,0.0,2
1274,785,6.47,88.80724652065788,0.0,2
1275,620,6.47,88.41542505929965,0.0,2
1276,2244,6.47,92.27189810927382,0.0,2
1277,1275,6.46,90.4786380115533,0.0,2
1278,1598,6.46,91.24565820560605,0.0,2
1279,1468,6.46,90.93695038756624,0.0,2
1280,1652,6.45,91.88169116830647,0.0,2
1281,1362,6.44,91.70083575096311,0.0,2
1282,1763,6.44,92.65308063583973,0.0,2
1283,2106,6.42,94.48319530923561,0.0,2
1284,1215,6.41,92.87515990233902,0.0,0
1285,1841,6.41,94.36170677997683,0.0,2
1286,768,6.41,91.81367994338677,0.0,2
1287,1428,6.4,93.88876627325726,0.0,0
1288,1241,6.4,93.44470195038463,0.0,0
1289,1270,6.39,94.02136802500053,0.0,2
1290,1219,6.39,93.900259573308,0.0,2
1291,623,6.39,92.48495296137168,0.0,2
1292,813,6.38,93.44394179525216,0.0,2
1293,936,6.37,94.24382736906603,0.0,2
1294,1772,6.36,96.736856591052,0.0,2
1295,1015,6.36,94.93922721985098,0.0,2
1296,1850,6.36,96.92208128187588,0.0,2
1297,828,6.35,95.00296338141612,0.0,2
1298,1025,6.35,95.4707744595226,0.0,2
1299,1297,6.31,98.14788813963372,0.0,2
1300,1707,6.29,100.13710607309622,0.0,2
1301,1065,6.29,98.61256438708426,0.0,2
1302,1083,6.28,99.1631090309429,0.0,2
1303,623,6.26,99.08635925906219,0.0,2
1304,483,6.24,99.76950565466399,0.0,2
1305,359,6.17,103.02964928082861,0.0,2
1306,2409,7.59,35.79006531360619,0.0,1
